Name;Date of Birth;Type of Parliamentarian;Riding/Senatorial Division;Province/Territory;Gender;Political Affiliation
Schellenberger, Gary;1943-09-14;"MP (2004/06/28 - 2015/10/18)
MP (2003/05/12 - 2004/06/27)";"Perth--Wellington (2004/06/28 - 2015/10/18)
Perth--Middlesex (2003/05/12 - 2004/06/27)";"Ontario
Ontario";M;"Conservative Party of Canada (2004/02/02 - 2015/10/18)
Progressive Conservative Party (2003/05/12 - 2004/02/01)"
Scherrer, Hélène C.;1950-07-05;MP (2000/11/27 - 2004/06/27);Louis-Hébert (2000/11/27 - 2004/06/27);Quebec;F;Liberal Party of Canada (2000/11/27 - 2004/06/27)
Schmidt, Werner;1932-01-17;"MP (2004/09/01 - 2006/01/22)
MP (1997/06/02 - 2004/08/31)
MP (1993/10/25 - 1997/06/01)";"Kelowna--Lake Country (2004/09/01 - 2006/01/22)
Kelowna (1997/06/02 - 2004/08/31)
Okanagan Centre (1993/10/25 - 1997/06/01)";"British Columbia
British Columbia
British Columbia";M;"Conservative Party of Canada (2003/12/23 - 2006/01/22)
Canadian Reform Conservative Alliance (2000/03/27 - 2003/12/22)
Reform Party of Canada (1993/10/25 - 2000/03/26)"
Scott, Andy;1955-03-15;"MP (1997/06/02 - 2008/10/13)
MP (1993/10/25 - 1997/06/01)";"Fredericton (1997/06/02 - 2008/10/13)
Fredericton--York--Sunbury (1993/10/25 - 1997/06/01)";"New Brunswick
New Brunswick";M;Liberal Party of Canada (1993/10/25 - 2008/10/13)
Serré, Benoît;1951-04-06;"MP (1997/06/02 - 2004/06/27)
MP (1993/10/25 - 1997/06/01)";"Timiskaming--Cochrane (1997/06/02 - 2004/06/27)
Timiskaming--French River (1993/10/25 - 1997/06/01)";"Ontario
Ontario";M;Liberal Party of Canada (1993/10/25 - 2004/06/27)
Setlakwe, Raymond C.;1928-07-02;Senator (2000/06/20 - 2003/07/03);The Laurentides (2000/06/20 - 2003/07/03);Quebec;M;Liberal Party of Canada (2000/06/20 - 2003/07/03)
Sgro, Judy;1944-12-15;"MP (2015/10/19 - )
MP (1999/11/15 - 2015/10/18)";"Humber River--Black Creek (2015/10/19 - )
York West (1999/11/15 - 2015/10/18)";"Ontario
Ontario";F;Liberal Party of Canada (1999/11/15 - )
Shepherd, Alexander James;1946-10-12;MP (1993/10/25 - 2004/06/27);Durham (1993/10/25 - 2004/06/27);Ontario;M;Liberal Party of Canada (1993/10/25 - 2004/06/27)
Sibbeston, Nick G.;1943-11-20;Senator (1999/09/02 - 2017/11/21);Northwest Territories (1999/09/02 - 2017/11/21);Northwest Territories;M;"Non-affiliated (2016/06/13 - 2017/11/21)
Independent (2016/05/05 - 2016/06/12)
Liberal Party of Canada (1999/09/02 - 2016/05/04)"
Simard, Jean-Maurice;1931-06-20;Senator (1985/06/26 - 2001/06/16);Edmundston (1985/06/26 - 2001/06/16);New Brunswick;M;"Progressive Conservative Party (1988/07/01 - 2001/06/16)
Independent Progressive Conservative (1988/03/15 - 1988/06/30)
Progressive Conservative Party (1985/06/26 - 1988/03/14)"
Simard, Raymond;1958-03-07;MP (2002/05/13 - 2008/10/13);Saint Boniface (2002/05/13 - 2008/10/13);Manitoba;M;Liberal Party of Canada (2002/05/13 - 2008/10/13)
Skelton, Carol;1945-12-11;MP (2000/11/27 - 2008/10/13);Saskatoon--Rosetown--Biggar (2000/11/27 - 2008/10/13);Saskatchewan;F;"Conservative Party of Canada (2003/12/23 - 2008/10/13)
Canadian Reform Conservative Alliance (2000/11/27 - 2003/12/22)"
Smith, David P.;1941-05-15;"MP (1980/02/18 - 1984/09/03)
Senator (2002/06/25 - 2016/05/16)";"Cobourg (2002/06/25 - 2016/05/16)
Don Valley East (1980/02/18 - 1984/09/03)";"Ontario
Ontario";M;"Liberal Party of Canada (2002/06/25 - 2016/05/16)
Liberal Party of Canada (1980/02/18 - 1984/09/03)"
Solberg, Monte;1958-09-16;MP (1993/10/25 - 2008/10/13);Medicine Hat (1993/10/25 - 2008/10/13);Alberta;M;"Conservative Party of Canada (2004/02/02 - 2008/10/13)
Progressive Conservative Party (2003/12/12 - 2004/02/01)
Canadian Reform Conservative Alliance (2000/03/27 - 2003/12/11)
Reform Party of Canada (1993/10/25 - 2000/03/26)"
Sorenson, Kevin;1958-11-02;"MP (2015/10/19 - 2019/10/20)
MP (2000/11/27 - 2015/10/18)";"Battle River--Crowfoot (2015/10/19 - 2019/10/20)
Crowfoot (2000/11/27 - 2015/10/18)";"Alberta
Alberta";M;"Conservative Party of Canada (2003/12/23 - 2019/10/20)
Canadian Reform Conservative Alliance (2000/11/27 - 2003/12/22)"
Sparrow, Herbert O.;1930-01-03;Senator (1968/02/09 - 2005/01/04);Saskatchewan (1968/02/09 - 2005/01/04);Saskatchewan;M;Liberal Party of Canada (1968/02/09 - 2005/01/04)
Speller, Robert (Bob);1956-02-28;"MP (1997/06/02 - 2004/06/27)
MP (1988/11/21 - 1997/06/01)";"Haldimand--Norfolk--Brant (1997/06/02 - 2004/06/27)
Haldimand--Norfolk (1988/11/21 - 1997/06/01)";"Ontario
Ontario";M;Liberal Party of Canada (1988/11/21 - 2004/06/27)
Spencer, Larry;1941-12-20;MP (2000/11/27 - 2004/06/27);Regina--Lumsden--Lake Centre (2000/11/27 - 2004/06/27);Saskatchewan;M;"Independent (2004/02/05 - 2004/06/27)
Conservative Party of Canada (2003/12/23 - 2004/02/04)
Canadian Reform Conservative Alliance (2000/11/27 - 2003/12/22)"
Spivak, Mira;1934-07-11;Senator (1986/11/17 - 2009/07/12);Manitoba (1986/11/17 - 2009/07/12);Manitoba;F;"Independent (2004/02/03 - 2009/07/12)
Conservative Party of Canada (2004/02/02 - 2004/02/02)
Progressive Conservative Party (1986/11/17 - 2004/02/01)"
Squires, Raymond;1926-02-05;Senator (2000/06/09 - 2001/02/06);Newfoundland and Labrador (2000/06/09 - 2001/02/06);Newfoundland and Labrador;M;Liberal Party of Canada (2000/06/09 - 2001/02/06)
St-Hilaire, Caroline;1969-11-15;"MP (2004/09/01 - 2008/10/13)
MP (1997/06/02 - 2004/08/31)";"Longueuil--Pierre-Boucher (2004/09/01 - 2008/10/13)
Longueuil (1997/06/02 - 2004/08/31)";"Quebec
Quebec";F;Bloc Québécois (1997/06/02 - 2008/10/13)
St-Jacques, Diane;1953-05-15;MP (1997/06/02 - 2004/06/27);Shefford (1997/06/02 - 2004/06/27);Quebec;F;"Liberal Party of Canada (2000/09/12 - 2004/06/27)
Progressive Conservative Party (1997/06/02 - 2000/09/11)"
St-Julien, Guy;1940-02-18;"MP (1998/06/18 - 2004/06/27)
MP (1997/06/02 - 1998/06/17)
MP (1984/09/04 - 1993/10/24)";"Abitibi--Baie-James--Nunavik (1998/06/18 - 2004/06/27)
Abitibi (1997/06/02 - 1998/06/17)
Abitibi (1984/09/04 - 1993/10/24)";"Quebec
Quebec
Quebec";M;"Liberal Party of Canada (1997/06/02 - 2004/06/27)
Progressive Conservative Party (1984/09/04 - 1993/10/24)"
St. Denis, Brent;1950-05-26;"MP (2004/06/28 - 2008/10/13)
MP (1997/06/02 - 2004/06/27)
MP (1993/10/25 - 1997/06/01)";"Algoma--Manitoulin--Kapuskasing (2004/06/28 - 2008/10/13)
Algoma--Manitoulin (1997/06/02 - 2004/06/27)
Algoma (1993/10/25 - 1997/06/01)";"Ontario
Ontario
Ontario";M;Liberal Party of Canada (1993/10/25 - 2008/10/13)
St. Germain, Gerry;1937-11-05;"MP (1983/08/29 - 1988/11/20)
Senator (1993/06/23 - 2012/11/06)";"Langley-Pemberton-Whistler (1993/06/23 - 2012/11/06)
Mission--Port Moody (1983/08/29 - 1988/11/20)";"British Columbia
British Columbia";M;"Conservative Party of Canada (2004/02/02 - 2012/11/06)
Canadian Reform Conservative Alliance (2000/10/18 - 2004/02/01)
Independent Conservative (2000/06/30 - 2000/10/17)
Progressive Conservative Party (1993/06/23 - 2000/06/29)
Progressive Conservative Party (1983/08/29 - 1988/11/20)"
Steckle, Paul Daniel;1942-05-09;MP (1993/10/25 - 2008/10/13);Huron--Bruce (1993/10/25 - 2008/10/13);Ontario;M;Liberal Party of Canada (1993/10/25 - 2008/10/13)
Stewart, Jane;1955-04-24;MP (1993/10/25 - 2004/06/27);Brant (1993/10/25 - 2004/06/27);Ontario;F;Liberal Party of Canada (1993/10/25 - 2004/06/27)
Stinson, Darrel;1945-06-04;"MP (2004/09/01 - 2006/01/22)
MP (2004/06/28 - 2004/08/31)
MP (1997/06/02 - 2004/06/27)
MP (1993/10/25 - 1997/06/01)";"Okanagan--Shuswap (2004/09/01 - 2006/01/22)
North Okanagan--Shuswap (2004/06/28 - 2004/08/31)
Okanagan--Shuswap (1997/06/02 - 2004/06/27)
Okanagan--Shuswap (1993/10/25 - 1997/06/01)";"British Columbia
British Columbia
British Columbia
British Columbia";M;"Conservative Party of Canada (2003/12/23 - 2006/01/22)
Canadian Reform Conservative Alliance (2000/03/27 - 2003/12/22)
Reform Party of Canada (1993/10/25 - 2000/03/26)"
Stoffer, Peter;1956-01-05;"MP (2004/06/28 - 2015/10/18)
MP (1999/03/11 - 2004/06/27)
MP (1997/06/02 - 1999/03/10)";"Sackville--Eastern Shore (2004/06/28 - 2015/10/18)
Sackville--Musquodoboit Valley--Eastern Shore (1999/03/11 - 2004/06/27)
Sackville--Eastern Shore (1997/06/02 - 1999/03/10)";"Nova Scotia
Nova Scotia
Nova Scotia";M;New Democratic Party (1997/06/02 - 2015/10/18)
Stollery, Peter A.;1935-11-28;"MP (1972/10/30 - 1981/07/01)
Senator (1981/07/02 - 2010/11/29)";"Bloor and Yonge (Toronto) (1981/07/02 - 2010/11/29)
Spadina (1972/10/30 - 1981/07/01)";"Ontario
Ontario";M;Liberal Party of Canada (1972/10/30 - 2010/11/29)
Strahl, Charles (Chuck);1957-02-24;"MP (2004/06/28 - 2011/05/01)
MP (1997/06/02 - 2004/06/27)
MP (1993/10/25 - 1997/06/01)";"Chilliwack--Fraser Canyon (2004/06/28 - 2011/05/01)
Fraser Valley (1997/06/02 - 2004/06/27)
Fraser Valley East (1993/10/25 - 1997/06/01)";"British Columbia
British Columbia
British Columbia";M;"Conservative Party of Canada (2003/12/23 - 2011/05/01)
Canadian Reform Conservative Alliance (2002/04/16 - 2003/12/22)
Independent (2002/04/10 - 2002/04/15)
Canadian Reform Conservative Alliance (2000/03/27 - 2002/04/09)
Reform Party of Canada (1993/10/25 - 2000/03/26)"
Stratton, Terry;1938-03-15;Senator (1993/03/25 - 2013/03/16);Red River (1993/03/25 - 2013/03/16);Manitoba;M;"Conservative Party of Canada (2004/02/02 - 2013/03/16)
Progressive Conservative Party (1993/03/25 - 2004/02/01)"
Szabo, Paul John Mark;1948-05-09;MP (1993/10/25 - 2011/05/01);Mississauga South (1993/10/25 - 2011/05/01);Ontario;M;Liberal Party of Canada (1993/10/25 - 2011/05/01)
Taylor, Nicholas W.;1927-11-16;Senator (1996/03/07 - 2002/11/17);"Sturgeon (1998 - 2002/11/17)
Bon Accord (1996/03/07 - 1998)";"Alberta
Alberta";M;Liberal Party of Canada (1968/06/25 - 2002/11/17)
Telegdi, Andrew;1946-05-27;"MP (1997/06/02 - 2008/10/13)
MP (1993/10/25 - 1997/06/01)";"Kitchener--Waterloo (1997/06/02 - 2008/10/13)
Waterloo (1993/10/25 - 1997/06/01)";"Ontario
Ontario";M;Liberal Party of Canada (1993/10/25 - 2008/10/13)
Thibault, Robert;1959-09-28;"MP (2004/06/28 - 2008/10/13)
MP (2000/11/27 - 2004/06/27)";"West Nova (2004/06/28 - 2008/10/13)
West Nova (2000/11/27 - 2004/06/27)";"Nova Scotia
Nova Scotia";M;Liberal Party of Canada (2000/11/27 - 2008/10/13)
Thibeault, Yolande;1939-10-07;MP (1997/06/02 - 2004/06/27);Saint-Lambert (1997/06/02 - 2004/06/27);Quebec;F;Liberal Party of Canada (1997/06/02 - 2004/06/27)
Thompson, Gregory Francis;1947-03-27;"MP (2004/09/01 - 2011/05/01)
MP (2004/06/28 - 2004/08/31)
MP (1998/06/18 - 2004/06/27)
MP (1997/06/02 - 1998/06/17)
MP (1988/11/21 - 1993/10/24)";"New Brunswick Southwest (2004/09/01 - 2011/05/01)
St. Croix--Belleisle (2004/06/28 - 2004/08/31)
New Brunswick Southwest (1998/06/18 - 2004/06/27)
Charlotte (1997/06/02 - 1998/06/17)
Carleton--Charlotte (1988/11/21 - 1993/10/24)";"New Brunswick
New Brunswick
New Brunswick
New Brunswick
New Brunswick";M;"Conservative Party of Canada (2004/02/02 - 2011/05/01)
Progressive Conservative Party (1997/06/02 - 2004/02/01)
Progressive Conservative Party (1988/11/21 - 1993/10/24)"
Thompson, Myron;1936-04-22;MP (1993/10/25 - 2008/10/13);Wild Rose (1993/10/25 - 2008/10/13);Alberta;M;"Conservative Party of Canada (2003/12/23 - 2008/10/13)
Canadian Reform Conservative Alliance (2000/03/27 - 2003/12/22)
Reform Party of Canada (1993/10/25 - 2000/03/26)"
Tirabassi, Anthony (Tony);1957-10-29;MP (2000/11/27 - 2004/06/27);Niagara Centre (2000/11/27 - 2004/06/27);Ontario;M;Liberal Party of Canada (2000/11/27 - 2004/06/27)
Tkachuk, David;1945-02-17;Senator (1993/06/08 - 2020/02/17);Saskatchewan (1993/06/08 - 2020/02/17);Saskatchewan;M;"Conservative Party of Canada (2004/02/02 - )
Progressive Conservative Party (1993/06/08 - 2004/02/01)"
Tobin, Brian Vincent;1954-10-20;"MP (2000/11/27 - 2002/01/25)
MP (1988/11/21 - 1996/01/25)
MP (1980/02/18 - 1988/11/20)";"Bonavista--Trinity--Conception (2000/11/27 - 2002/01/25)
Humber--St. Barbe--Baie Verte (1988/11/21 - 1996/01/25)
Humber--Port au Port--St. Barbe (1980/02/18 - 1988/11/20)";"Newfoundland and Labrador
Newfoundland and Labrador
Newfoundland and Labrador";M;"Liberal Party of Canada (2000/11/27 - 2002/01/25)
Liberal Party of Canada (1980/02/18 - 1996/01/25)"
Toews, Vic;1952-09-09;MP (2000/11/27 - 2013/07/09);Provencher (2000/11/27 - 2013/07/09);Manitoba;M;"Conservative Party of Canada (2003/12/23 - 2013/07/09)
Canadian Reform Conservative Alliance (2000/11/27 - 2003/12/22)"
Tonks, Alan;1943-04-01;MP (2000/11/27 - 2011/05/01);York South--Weston (2000/11/27 - 2011/05/01);Ontario;M;Liberal Party of Canada (2000/11/27 - 2011/05/01)
Torsney, Paddy;1962-12-18;MP (1993/10/25 - 2006/01/22);Burlington (1993/10/25 - 2006/01/22);Ontario;F;Liberal Party of Canada (1993/10/25 - 2006/01/22)
Tremblay, Stéphan;1973-11-03;"MP (2000/06/29 - 2002/05/07)
MP (1996/03/25 - 2000/06/28)";"Lac-Saint-Jean--Saguenay (2000/06/29 - 2002/05/07)
Lac-Saint-Jean (1996/03/25 - 2000/06/28)";"Quebec
Quebec";M;Bloc Québécois (1996/03/25 - 2002/05/13)
Tremblay, Suzanne;1937-01-23;"MP (2000/06/29 - 2004/06/27)
MP (1997/06/02 - 2000/06/28)
MP (1993/10/25 - 1997/06/01)";"Rimouski-Neigette-et-La Mitis (2000/06/29 - 2004/06/27)
Rimouski--Mitis (1997/06/02 - 2000/06/28)
Rimouski--Témiscouata (1993/10/25 - 1997/06/01)";"Quebec
Quebec
Quebec";F;Bloc Québécois (1993/10/25 - 2004/06/27)
Trenholme Counsell, Marilyn;1933-10-21;Senator (2003/09/09 - 2008/10/22);New Brunswick (2003/09/09 - 2008/10/22);New Brunswick;F;Liberal Party of Canada (2003/09/09 - 2008/10/22)
Tunney, James;1927-06-15;Senator (2001/03/08 - 2002/06/16);Grafton (2001/03/08 - 2002/06/16);Ontario;M;Liberal Party of Canada (2001/03/08 - 2002/06/16)
Ur, Rose-Marie Margaret;1946-07-27;"MP (2004/09/01 - 2006/01/22)
MP (2004/06/28 - 2004/08/31)
MP (1997/06/02 - 2004/06/27)
MP (1993/10/25 - 1997/06/01)";"Lambton--Kent--Middlesex (2004/09/01 - 2006/01/22)
Middlesex--Kent--Lambton (2004/06/28 - 2004/08/31)
Lambton--Kent--Middlesex (1997/06/02 - 2004/06/27)
Lambton--Middlesex (1993/10/25 - 1997/06/01)";"Ontario
Ontario
Ontario
Ontario";F;Liberal Party of Canada (1993/10/25 - 2006/01/22)
Valeri, Tony;1957-08-10;"MP (2004/06/28 - 2006/01/22)
MP (1997/06/02 - 2004/06/27)
MP (1993/10/25 - 1997/06/01)";"Hamilton East--Stoney Creek (2004/06/28 - 2006/01/22)
Stoney Creek (1997/06/02 - 2004/06/27)
Lincoln (1993/10/25 - 1997/06/01)";"Ontario
Ontario
Ontario";M;Liberal Party of Canada (1993/10/25 - 2006/01/22)
Vanclief, Lyle;1943-09-18;MP (1988/11/21 - 2004/06/27);Prince Edward--Hastings (1988/11/21 - 2004/06/27);Ontario;M;Liberal Party of Canada (1988/11/21 - 2004/06/27)
Vellacott, Maurice;1955-09-28;"MP (2000/06/29 - 2015/10/18)
MP (1997/06/02 - 2000/06/28)";"Saskatoon--Wanuskewin (2000/06/29 - 2015/10/18)
Wanuskewin (1997/06/02 - 2000/06/28)";"Saskatchewan
Saskatchewan";M;"Conservative Party of Canada (2003/12/23 - 2015/10/18)
Canadian Reform Conservative Alliance (2000/03/27 - 2003/12/22)
Reform Party of Canada (1997/06/02 - 2000/03/26)"
Venne, Pierrette;1945-08-07;"MP (1997/06/02 - 2004/06/27)
MP (1988/11/21 - 1997/06/01)";"Saint-Bruno--Saint-Hubert (1997/06/02 - 2004/06/27)
Saint-Hubert (1988/11/21 - 1997/06/01)";"Quebec
Quebec";F;"Independent Bloc Québécois (2003/02/07 - 2004/06/27)
Bloc Québécois (1991/08/12 - 2003/02/06)
Progressive Conservative Party (1988/11/21 - 1991/08/11)"
Volpe, Giuseppe (Joseph);1947-09-20;MP (1988/11/21 - 2011/05/01);Eglinton--Lawrence (1988/11/21 - 2011/05/01);Ontario;M;Liberal Party of Canada (1988/11/21 - 2011/05/01)
Wappel, Thomas (Tom) William;1950-02-08;"MP (1997/06/02 - 2008/10/13)
MP (1988/11/21 - 1997/06/01)";"Scarborough Southwest (1997/06/02 - 2008/10/13)
Scarborough West (1988/11/21 - 1997/06/01)";"Ontario
Ontario";M;Liberal Party of Canada (1988/11/21 - 2008/10/14)
Wasylycia-Leis, Judy;1951-08-09;"MP (2004/06/28 - 2010/04/30)
MP (1997/06/02 - 2004/06/27)";"Winnipeg North (2004/06/28 - 2010/04/30)
Winnipeg North Centre (1997/06/02 - 2004/06/27)";"Manitoba
Manitoba";F;New Democratic Party (1997/06/02 - 2010/04/30)
Watt, Charlie;1944-06-28;Senator (1984/01/16 - 2018/03/16);Inkerman (1984/01/16 - 2018/03/16);Quebec;M;Liberal Party of Canada (1984/01/16 - 2018/03/16)
Wayne, Elsie Eleanore;1932-04-19;MP (1993/10/25 - 2004/06/27);Saint John (1993/10/25 - 2004/06/27);New Brunswick;F;"Conservative Party of Canada (2004/02/02 - 2004/06/27)
Progressive Conservative Party (1993/10/25 - 2004/02/01)"
Whelan, Susan;1963-05-04;"MP (1997/06/02 - 2004/06/27)
MP (1993/10/25 - 1997/06/01)";"Essex (1997/06/02 - 2004/06/27)
Essex--Windsor (1993/10/25 - 1997/06/01)";"Ontario
Ontario";F;Liberal Party of Canada (1993/10/25 - 2004/06/27)
White, Randy A.;1948-09-02;"MP (2004/06/28 - 2006/01/22)
MP (1997/06/02 - 2004/06/27)
MP (1993/10/25 - 1997/06/01)";"Abbotsford (2004/06/28 - 2006/01/22)
Langley--Abbotsford (1997/06/02 - 2004/06/27)
Fraser Valley West (1993/10/25 - 1997/06/01)";"British Columbia
British Columbia
British Columbia";M;"Conservative Party of Canada (2003/12/23 - 2006/01/22)
Canadian Reform Conservative Alliance (2000/03/27 - 2003/12/22)
Reform Party of Canada (1993/10/25 - 2000/03/26)"
White, Ted;1949-04-17;MP (1993/10/25 - 2004/06/27);North Vancouver (1993/10/25 - 2004/06/27);British Columbia;M;"Conservative Party of Canada (2003/12/23 - 2004/06/27)
Canadian Reform Conservative Alliance (2000/03/27 - 2003/12/22)
Reform Party of Canada (1993/10/25 - 2000/03/26)"
Wiebe, John (Jack);1936-05-30;Senator (2000/04/07 - 2004/01/31);Saskatchewan (2000/04/07 - 2004/01/31);Saskatchewan;M;Liberal Party of Canada (2000/04/07 - 2004/01/31)
Wilfert, Bryon;1952-07-13;"MP (2004/06/28 - 2011/05/01)
MP (1997/06/02 - 2004/06/27)";"Richmond Hill (2004/06/28 - 2011/05/01)
Oak Ridges (1997/06/02 - 2004/06/27)";"Ontario
Ontario";M;Liberal Party of Canada (1997/06/02 - 2011/05/01)
Williams, John G.;1946-12-30;"MP (2004/06/28 - 2008/10/13)
MP (1993/10/25 - 2004/06/27)";"Edmonton--St. Albert (2004/06/28 - 2008/10/13)
St. Albert (1993/10/25 - 2004/06/27)";"Alberta
Alberta";M;"Conservative Party of Canada (2003/12/23 - 2008/10/13)
Canadian Reform Conservative Alliance (2000/03/27 - 2003/12/22)
Reform Party of Canada (1993/10/25 - 2000/03/26)"
Wilson, Lois;1927-04-07;Senator (1998/06/11 - 2002/04/08);Toronto (1998/06/11 - 2002/04/08);Ontario;F;Independent (1998/06/11 - 2002/04/08)
Wood, Bob;1940-03-10;MP (1988/11/21 - 2004/06/27);Nipissing (1988/11/21 - 2004/06/27);Ontario;M;Liberal Party of Canada (1988/11/21 - 2004/06/27)
Yelich, Lynne;1953-03-23;MP (2000/11/27 - 2015/10/18);Blackstrap (2000/11/27 - 2015/10/18);Saskatchewan;F;"Conservative Party of Canada (2003/12/23 - 2015/10/18)
Canadian Reform Conservative Alliance (2000/11/27 - 2003/12/22)"
