Name;Date of Birth;Type of Parliamentarian;Riding/Senatorial Division;Province/Territory;Gender;Political Affiliation
Valeriote, Frank;1954-08-14;MP (2008/10/14 - 2015/10/18);Guelph (2008/10/14 - 2015/10/18);Ontario;M;Liberal Party of Canada (2008/10/14 - 2015/10/18)
Van Kesteren, Dave;1955-10-06;"MP (2015/10/19 - 2019/10/20)
MP (2006/01/23 - 2015/10/18)";"Chatham-Kent--Leamington (2015/10/19 - 2019/10/20)
Chatham-Kent--Essex (2006/01/23 - 2015/10/18)";"Ontario
Ontario";M;Conservative Party of Canada (2006/01/23 - 2019/10/20)
Van Loan, Peter;1963-04-17;MP (2004/06/28 - 2018/09/30);York--Simcoe (2004/06/28 - 2018/09/30);Ontario;M;Conservative Party of Canada (2004/06/28 - 2018/09/30)
Vellacott, Maurice;1955-09-28;"MP (2000/06/29 - 2015/10/18)
MP (1997/06/02 - 2000/06/28)";"Saskatoon--Wanuskewin (2000/06/29 - 2015/10/18)
Wanuskewin (1997/06/02 - 2000/06/28)";"Saskatchewan
Saskatchewan";M;"Conservative Party of Canada (2003/12/23 - 2015/10/18)
Canadian Reform Conservative Alliance (2000/03/27 - 2003/12/22)
Reform Party of Canada (1997/06/02 - 2000/03/26)"
Verner, Josée;1959-12-29;"MP (2006/01/23 - 2011/05/01)
Senator (2011/06/13 - )";"Montarville (2011/06/13 - )
Louis-Saint-Laurent (2006/01/23 - 2011/05/01)";"Quebec
Quebec";F;"Canadian Senators Group (2019/11/04 - )
Independent Senators Group (2017/10/17 - 2019/11/03)
Non-affiliated (2017/01/31 - 2017/10/16)
Conservative Party of Canada (2011/06/13 - 2017/01/30)
Conservative Party of Canada (2006/01/23 - 2011/05/01)"
Vincent, Robert;1956-04-12;MP (2004/06/28 - 2011/05/01);Shefford (2004/06/28 - 2011/05/01);Quebec;M;Bloc Québécois (2004/06/28 - 2011/05/01)
Volpe, Giuseppe (Joseph);1947-09-20;MP (1988/11/21 - 2011/05/01);Eglinton--Lawrence (1988/11/21 - 2011/05/01);Ontario;M;Liberal Party of Canada (1988/11/21 - 2011/05/01)
Wallace, John D.;1949-03-25;Senator (2009/01/02 - 2017/02/01);Rothesay (2009/01/02 - 2017/02/01);New Brunswick;M;"Non-affiliated (Independent Senators Group) (2016/12/02 - 2017/02/01)
Non-affiliated (2016/06/13 - 2016/12/01)
Independent (2015/11/19 - 2016/06/12)
Conservative Party of Canada (2009/01/02 - 2015/11/18)"
Wallace, Mike;1963-09-02;MP (2006/01/23 - 2015/10/18);Burlington (2006/01/23 - 2015/10/18);Ontario;M;Conservative Party of Canada (2006/01/23 - 2015/10/18)
Wallin, Pamela;1953-04-09;Senator (2009/01/02 - );Saskatchewan (2009/01/02 - );Saskatchewan;F;"Canadian Senators Group (2019/11/04 - )
Independent Senators Group (2017/06/01 - 2019/11/03)
Non-affiliated (Independent Senators Group) (2016/12/02 - 2017/05/31)
Non-affiliated (2016/06/13 - 2016/12/01)
Independent (2013/05/17 - 2016/06/12)
Conservative Party of Canada (2009/01/02 - 2013/05/16)"
Warawa, Mark;1950-05-06;"MP (2015/10/19 - 2019/06/20)
MP (2004/06/28 - 2015/10/18)";"Langley--Aldergrove (2015/10/19 - 2019/06/20)
Langley (2004/06/28 - 2015/10/18)";"British Columbia
British Columbia";M;Conservative Party of Canada (2004/06/28 - 2019/06/20)
Warkentin, Chris;1978-11-19;"MP (2015/10/19 - )
MP (2006/01/23 - 2015/10/18)";"Grande Prairie--Mackenzie (2015/10/19 - )
Peace River (2006/01/23 - 2015/10/18)";"Alberta
Alberta";M;Conservative Party of Canada (2006/01/23 - )
Wasylycia-Leis, Judy;1951-08-09;"MP (2004/06/28 - 2010/04/30)
MP (1997/06/02 - 2004/06/27)";"Winnipeg North (2004/06/28 - 2010/04/30)
Winnipeg North Centre (1997/06/02 - 2004/06/27)";"Manitoba
Manitoba";F;New Democratic Party (1997/06/02 - 2010/04/30)
Watson, Jeff;1971-03-24;MP (2004/06/28 - 2015/10/18);Essex (2004/06/28 - 2015/10/18);Ontario;M;Conservative Party of Canada (2004/06/28 - 2015/10/18)
Watt, Charlie;1944-06-28;Senator (1984/01/16 - 2018/03/16);Inkerman (1984/01/16 - 2018/03/16);Quebec;M;Liberal Party of Canada (1984/01/16 - 2018/03/16)
Weston, John;1958-04-18;MP (2008/10/14 - 2015/10/18);West Vancouver--Sunshine Coast--Sea to Sky Country (2008/10/14 - 2015/10/18);British Columbia;M;Conservative Party of Canada (2008/10/14 - 2015/10/18)
Weston, Rodney;1964-03-27;MP (2008/10/14 - 2015/10/18);Saint John (2008/10/14 - 2015/10/18);New Brunswick;M;Conservative Party of Canada (2008/10/14 - 2015/10/18)
Wilfert, Bryon;1952-07-13;"MP (2004/06/28 - 2011/05/01)
MP (1997/06/02 - 2004/06/27)";"Richmond Hill (2004/06/28 - 2011/05/01)
Oak Ridges (1997/06/02 - 2004/06/27)";"Ontario
Ontario";M;Liberal Party of Canada (1997/06/02 - 2011/05/01)
Wong, Alice;1948-06-29;"MP (2015/10/19 - )
MP (2008/10/14 - 2015/10/18)";"Richmond Centre (2015/10/19 - )
Richmond (2008/10/14 - 2015/10/18)";"British Columbia
British Columbia";F;Conservative Party of Canada (2008/10/14 - )
Woodworth, Stephen;1954-01-04;MP (2008/10/14 - 2015/10/18);Kitchener Centre (2008/10/14 - 2015/10/18);Ontario;M;Conservative Party of Canada (2008/10/14 - 2015/10/18)
Wrzesnewskyj, Borys;1960-11-09;"MP (2015/10/19 - 2019/10/20)
MP (2004/06/28 - 2011/05/01)";"Etobicoke Centre (2015/10/19 - 2019/10/20)
Etobicoke Centre (2004/06/28 - 2011/05/01)";"Ontario
Ontario";M;"Liberal Party of Canada (2015/10/19 - 2019/10/20)
Liberal Party of Canada (2004/06/28 - 2011/05/01)"
Yelich, Lynne;1953-03-23;MP (2000/11/27 - 2015/10/18);Blackstrap (2000/11/27 - 2015/10/18);Saskatchewan;F;"Conservative Party of Canada (2003/12/23 - 2015/10/18)
Canadian Reform Conservative Alliance (2000/11/27 - 2003/12/22)"
Young, Terence H.;1952-07-23;MP (2008/10/14 - 2015/10/18);Oakville (2008/10/14 - 2015/10/18);Ontario;M;Conservative Party of Canada (2008/10/14 - 2015/10/18)
Zarac, Lise;1950-08-21;MP (2008/10/14 - 2011/05/01);LaSalle--Émard (2008/10/14 - 2011/05/01);Quebec;F;Liberal Party of Canada (2008/10/14 - 2011/05/01)
Zimmer, Rod A. A.;1942-12-18;Senator (2005/08/02 - 2013/08/02);Manitoba (2005/08/02 - 2013/08/02);Manitoba;M;Liberal Party of Canada (2005/08/02 - 2013/08/02)
